"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"150","2013-14","20141 (Winter 2014)","INFO 380 A","IS ANALYSIS & MGMT","STEARNS, DAVID",149,71,66,10,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3.7
"151","2013-14","20141 (Winter 2014)","INFO 444 A","VAL SEN DESIGN","JOE, JONATHAN",30,NA,16,7,5,NA,1,NA,NA,NA,NA,NA,NA,1,3.4
"152","2013-14","20141 (Winter 2014)","INFO 447 A","COMP SUPP COOP WRK","MCDONALD, DAVID",15,2,2,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"153","2013-14","20141 (Winter 2014)","INFO 490 A","CAPSTONE PROJECT I","RICHE, YANN F",109,49,48,9,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.7
"154","2013-14","20141 (Winter 2014)","INFO 498 A","TOPIC INFORMATICS","SCHILDKRAUT, LAURA B.",49,10,31,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"155","2013-14","20141 (Winter 2014)","INFO 498 B","TOPIC INFORMATICS","HINRICHS, RANDY J",22,3,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"156","2013-14","20141 (Winter 2014)","INFO 498 C","TOPIC INFORMATICS","MUELLER, HAL",38,18,13,1,2,1,NA,NA,NA,NA,1,NA,1,1,3.5
"157","2013-14","20141 (Winter 2014)","INFO 498 D","TOPIC INFORMATICS","WEAVER, MISTY",34,24,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"158","2013-14","20142 (Spring 2014)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",159,122,6,4,4,4,2,2,4,NA,2,NA,5,4,3.6
"159","2013-14","20142 (Spring 2014)","INFO 200 B","INTELL FOUNDATIONS","STEARNS, DAVID",158,56,85,9,3,1,NA,NA,NA,NA,1,NA,1,2,3.6
"160","2013-14","20142 (Spring 2014)","INFO 330 A","INFO STUCTURES","LEVINE, JASON W",41,10,28,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"161","2013-14","20142 (Spring 2014)","INFO 330 B","INFO STUCTURES","MORRILL-MCCLURE, KAREN J",35,22,6,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,3.7
"162","2013-14","20142 (Spring 2014)","INFO 330 C","INFO STUCTURES","LEVINE, JASON W",24,7,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"163","2013-14","20142 (Spring 2014)","INFO 330 D","INFO STUCTURES","MORRILL-MCCLURE, KAREN J",29,14,5,5,2,NA,1,1,NA,1,NA,NA,NA,NA,3.5
"164","2013-14","20142 (Spring 2014)","INFO 344 A","WEB TOOLS & DEV","WANG, CHUN-KAI",26,14,6,1,1,NA,NA,1,NA,NA,NA,NA,NA,3,3.7
"165","2013-14","20142 (Spring 2014)","INFO 415 A","TOPICS IN CYBERSEC","MCKENNA, ANDREW CHARLES",40,12,12,7,5,1,1,NA,NA,NA,NA,NA,NA,2,3.5
"166","2013-14","20142 (Spring 2014)","INFO 424 A","INFO VIS & AESTH","OSTERGREN, MARILYN",32,9,16,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"167","2013-14","20142 (Spring 2014)","INFO 445 A","ADV DBMS DESIGN","HAY, GREG",41,19,19,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"168","2013-14","20142 (Spring 2014)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",143,47,32,23,25,6,3,3,1,2,NA,NA,1,NA,3.3
"169","2013-14","20142 (Spring 2014)","INFO 491 A","CAPSTONE PROJECT II","RICHE, YANN F",109,23,49,23,9,3,NA,2,NA,NA,NA,NA,NA,NA,3.5
"170","2013-14","20142 (Spring 2014)","INFO 498 A","TOPIC INFORMATICS","HINRICHS, RANDY J",14,5,6,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3.4
"171","2013-14","20142 (Spring 2014)","INFO 498 B","TOPIC INFORMATICS","FLING, BRIAN",35,4,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"172","2013-14","20142 (Spring 2014)","INFO 498 C","TOPIC INFORMATICS","FOX, VANESSA",29,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"173","2013-14","20142 (Spring 2014)","INFO 498 D","TOPIC INFORMATICS","HAY, GREG",28,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"174","2013-14","20142 (Spring 2014)","INFO 498 E","TOPIC INFORMATICS","WEST, JEVIN",29,6,14,3,1,1,1,NA,NA,NA,NA,NA,NA,3,3.5
"175","2013-14","20143 (Summer 2014)","INFO 200 A","INTELL FOUNDATIONS","THORNTON, KATHERINE",35,20,9,2,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3.7
"176","2013-14","20143 (Summer 2014)","INFO 343 A","CLIENT-SIDE WEB DEV","SWANSON, JONATHAN E",25,7,8,2,2,2,NA,NA,1,NA,NA,2,1,NA,3.1
"177","2014-15","20144 (Autumn 2014)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",145,113,6,5,5,3,3,1,NA,NA,1,NA,5,3,3.6
"178","2014-15","20144 (Autumn 2014)","INFO 102 A","WOMEN IN TECHNOLOGY","SCHILDKRAUT, LAURA B.",22,2,12,2,2,2,NA,1,NA,NA,NA,NA,NA,1,3.4
"179","2014-15","20144 (Autumn 2014)","INFO 200 A","INTELL FOUNDATIONS","PRATT, WANDA",150,50,74,9,9,4,1,NA,1,NA,NA,NA,1,1,3.6
"180","2014-15","20144 (Autumn 2014)","INFO 312 A","ENTRPRISE RISK MGMT","CAMPBELL, CLINTON J",33,10,16,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3.6
"181","2014-15","20144 (Autumn 2014)","INFO 320 A","INFO NEEDS SRCHING","JONES, WILLIAM",25,3,9,2,6,1,1,1,NA,NA,NA,NA,1,1,3.1
"182","2014-15","20144 (Autumn 2014)","INFO 340 A","RELATNL DB MGMT SYS","WALKER, SHAWN",29,9,7,8,1,1,NA,1,1,NA,NA,NA,NA,1,3.4
"183","2014-15","20144 (Autumn 2014)","INFO 340 B","RELATNL DB MGMT SYS","HAY, GREG",36,15,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"184","2014-15","20144 (Autumn 2014)","INFO 341 A","COMP NET & DIST APP","FARRICKER, JAMES T.",33,6,10,4,9,3,NA,1,NA,NA,NA,NA,NA,NA,3.3
"185","2014-15","20144 (Autumn 2014)","INFO 343 B","CLIENT-SIDE WEB DEV","STEARNS, DAVID",37,33,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"186","2014-15","20144 (Autumn 2014)","INFO 343 C","CLIENT-SIDE WEB DEV","STEARNS, DAVID",34,32,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"187","2014-15","20144 (Autumn 2014)","INFO 343 D","CLIENT-SIDE WEB DEV","MORRIS, JACOB A",32,15,11,2,1,NA,1,1,NA,NA,NA,NA,1,NA,3.5
"188","2014-15","20144 (Autumn 2014)","INFO 360 A","DESIGN THINKING","PHUWANARTNURAK, AMMY JIRANIDA",37,13,19,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.6
"189","2014-15","20144 (Autumn 2014)","INFO 360 G","DESIGN THINKING","SHINOHARA, KRISTEN",36,4,23,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"190","2014-15","20144 (Autumn 2014)","INFO 424 A","INFO VIS & AESTH","OSTERGREN, MARILYN",32,12,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"191","2014-15","20144 (Autumn 2014)","INFO 444 A","VAL SEN DESIGN","HENDRY, DAVID",25,NA,18,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,3.4
"192","2014-15","20144 (Autumn 2014)","INFO 466 A","IMMERSIVE ENVIRMNTS","HINRICHS, RANDY J",34,15,13,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"193","2014-15","20144 (Autumn 2014)","INFO 470 A","RES METHODS IN INFO","DAVIS, KATIE",130,69,52,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3.7
"194","2014-15","20144 (Autumn 2014)","INFO 481 A","PROJECT MANAGEMENT","SENAN, DAVID",69,56,10,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3.8
"195","2014-15","20144 (Autumn 2014)","INFO 481 C","PROJECT MANAGEMENT","SENAN, DAVID",66,46,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"196","2014-15","20144 (Autumn 2014)","INFO 498 B","TOPIC INFORMATICS","MUELLER, HAL",36,10,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"197","2014-15","20151 (Winter 2015)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",139,96,10,11,3,3,NA,NA,NA,1,NA,NA,11,4,3.5
"198","2014-15","20151 (Winter 2015)","INFO 200 A","INTELL FOUNDATIONS","JONES, ELISABETH A",163,61,65,11,7,6,4,1,1,1,NA,NA,1,5,3.5
"199","2014-15","20151 (Winter 2015)","INFO 310 A","INFO ASSR & CYBRSEC","XUE, YUXUAN",35,12,10,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"200","2014-15","20151 (Winter 2015)","INFO 340 A","RELATNL DB MGMT SYS","RADEN, STEVEN G",39,9,28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"201","2014-15","20151 (Winter 2015)","INFO 340 B","RELATNL DB MGMT SYS","LEWIS, KRAMER M.",38,16,14,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"202","2014-15","20151 (Winter 2015)","INFO 344 A","WEB TOOLS & DEV","LEE, CHRISTINA",37,17,7,5,1,1,NA,1,NA,NA,1,NA,NA,4,3.5
"203","2014-15","20151 (Winter 2015)","INFO 360 A","DESIGN THINKING","YIP, JASON",39,26,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"204","2014-15","20151 (Winter 2015)","INFO 360 C","DESIGN THINKING","SNYDER, JAIME",38,24,8,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"205","2014-15","20151 (Winter 2015)","INFO 380 A","IS ANALYSIS & DSGN","STEARNS, DAVID",154,74,70,7,1,NA,NA,2,NA,NA,NA,NA,NA,NA,3.7
"206","2014-15","20151 (Winter 2015)","INFO 386 A","PROFESSIONALISM","SCHILDKRAUT, LAURA B.",34,3,15,11,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3.4
"207","2014-15","20151 (Winter 2015)","INFO 433 A","CONTENT STRATEGY","WEAVER, MISTY",38,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"208","2014-15","20151 (Winter 2015)","INFO 466 A","IMMERSIVE ENVIRMNTS","HINRICHS, RANDY J",37,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"209","2014-15","20151 (Winter 2015)","INFO 490 A","CAPSTONE PROJECT I","PARK, NAM HO",127,48,70,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"210","2014-15","20151 (Winter 2015)","INFO 498 A","TOPIC INFORMATICS","FLING, BRIAN",38,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"211","2014-15","20151 (Winter 2015)","INFO 498 D","TOPIC INFORMATICS","NEWARD, THEODORE K",41,9,21,7,1,NA,2,NA,NA,NA,NA,NA,NA,1,3.5
"212","2014-15","20152 (Spring 2015)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",149,125,7,6,2,1,1,1,NA,1,1,NA,2,2,3.8
"213","2014-15","20152 (Spring 2015)","INFO 102 A","WOMEN IN TECHNOLOGY","DAHYA, NEGIN",50,4,41,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,3.6
"214","2014-15","20152 (Spring 2015)","INFO 200 A","INTELL FOUNDATIONS","PATIN, BETH",147,119,23,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,3.8
"215","2014-15","20152 (Spring 2015)","INFO 200 B","INTELL FOUNDATIONS","STEARNS, DAVID",157,28,101,13,5,1,3,2,1,NA,2,NA,1,NA,3.5
"216","2014-15","20152 (Spring 2015)","INFO 330 A","UX & INFO ARCH","BAKER, BYRON M.",40,24,12,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.8
"217","2014-15","20152 (Spring 2015)","INFO 330 B","UX & INFO ARCH","LEVINE, JASON W",39,15,19,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"218","2014-15","20152 (Spring 2015)","INFO 330 C","UX & INFO ARCH","SWEENEY, JAMES P.",26,7,12,3,NA,1,NA,NA,NA,NA,NA,NA,1,2,3.5
"219","2014-15","20152 (Spring 2015)","INFO 330 D","UX & INFO ARCH","LEVINE, JASON W",41,11,15,10,4,NA,NA,NA,NA,NA,NA,NA,1,NA,3.5
"220","2014-15","20152 (Spring 2015)","INFO 341 A","COMP NET & DIST APP","CLEMENT, GINO VINCENT",38,14,11,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3.6
"221","2014-15","20152 (Spring 2015)","INFO 344 A","SERVER-SIDE WEB DEV","RIMANDO, NICOLE B.",29,11,10,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.6
"222","2014-15","20152 (Spring 2015)","INFO 370 A","INTRO DATA SCIENCE","AULCK, LOVENOOR",35,5,20,5,2,2,NA,1,NA,NA,NA,NA,NA,NA,3.5
"223","2014-15","20152 (Spring 2015)","INFO 386 A","PROFESSIONALISM","SCHILDKRAUT, LAURA B.",35,3,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"224","2014-15","20152 (Spring 2015)","INFO 415 A","TOPICS IN CYBERSEC","JIANG, SHIJI",24,9,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,1,3.6
"225","2014-15","20152 (Spring 2015)","INFO 424 A","INFO VIS & AESTH","XU, XUEMING",31,8,11,8,NA,2,NA,NA,NA,NA,NA,NA,1,1,3.4
"226","2014-15","20152 (Spring 2015)","INFO 431 A","METADATA DESIGN","SUTTON, STUART",22,2,14,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.6
"227","2014-15","20152 (Spring 2015)","INFO 445 A","ADV DBMS DESIGN","THORPE, NICHOLAS J.",27,NA,14,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"228","2014-15","20152 (Spring 2015)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",140,73,35,15,10,5,NA,NA,NA,1,NA,NA,NA,1,3.6
"229","2014-15","20152 (Spring 2015)","INFO 463 A","INPUT & INTERACTION","WINDLEHARTH, TRAVIS W",13,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"230","2014-15","20152 (Spring 2015)","INFO 467 A","IMMERSIVE ENVIR DSN","HINRICHS, RANDY J",28,6,9,4,3,3,2,1,NA,NA,NA,NA,NA,NA,3.3
"231","2014-15","20152 (Spring 2015)","INFO 491 A","CAPSTONE PROJECT II","PARK, NAM HO",127,121,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"232","2014-15","20152 (Spring 2015)","INFO 498 A","TOPIC INFORMATICS","HULLMAN, JESSICA",31,8,7,9,4,NA,1,NA,NA,NA,NA,NA,NA,2,3.5
"233","2014-15","20152 (Spring 2015)","INFO 498 B","TOPIC INFORMATICS","YAN, SIJIA",35,13,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"234","2014-15","20152 (Spring 2015)","INFO 498 C","TOPIC INFORMATICS","CHEE, ERIC F.",41,24,8,3,4,1,NA,NA,NA,1,NA,NA,NA,NA,3.6
"235","2014-15","20153 (Summer 2015)","INFO 200 A","INTELL FOUNDATIONS","THORNTON, KATHERINE",24,19,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.9
"236","2014-15","20153 (Summer 2015)","INFO 240 A","DB MGMT FNDMNTLS I","HAY, GREG",19,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"237","2014-15","20153 (Summer 2015)","INFO 245 A","DB MGMT FNDMNTLS II","HAY, GREG",18,10,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"238","2014-15","20153 (Summer 2015)","INFO 343 A","CLIENT-SIDE WEB DEV","FREEMAN, MICHAEL",38,4,27,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,3.6
"239","2015-16","20154 (Autumn 2015)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",149,130,4,6,1,1,NA,1,NA,1,2,NA,1,2,3.8
"240","2015-16","20154 (Autumn 2015)","INFO 102 A","GENDER & INFO TECH","DAHYA, NEGIN",138,24,85,16,6,1,NA,NA,NA,1,NA,1,2,2,3.5
"241","2015-16","20154 (Autumn 2015)","INFO 200 A","INTELL FOUNDATIONS","STEARNS, DAVID",159,61,82,6,5,1,1,NA,NA,NA,NA,1,1,1,3.7
"242","2015-16","20154 (Autumn 2015)","INFO 310 A","INFO ASSR & CYBRSEC","GAMBLIEL, EMMANUEL",38,6,24,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.6
"243","2015-16","20154 (Autumn 2015)","INFO 312 A","ENTRPRISE RISK MGMT","SEARLE, ANNIE",27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"244","2015-16","20154 (Autumn 2015)","INFO 340 A","RELATNL DB MGMT SYS","BAGHAI, IMAN",34,18,8,4,NA,1,1,2,NA,NA,NA,NA,NA,NA,3.6
"245","2015-16","20154 (Autumn 2015)","INFO 340 B","RELATNL DB MGMT SYS","LEWIS, KRAMER M.",34,13,14,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,3.5
"246","2015-16","20154 (Autumn 2015)","INFO 340 C","RELATNL DB MGMT SYS","MEAS, PERRY",34,10,16,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"247","2015-16","20154 (Autumn 2015)","INFO 341 A","COMP NET & DIST APP","BUDNIK, RYAN",34,10,14,6,1,2,NA,1,NA,NA,NA,NA,NA,NA,3.5
"248","2015-16","20154 (Autumn 2015)","INFO 343 A","CLIENT-SIDE WEB DEV","MUNSELL, ANDREW PARRISH",38,6,26,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"249","2015-16","20154 (Autumn 2015)","INFO 343 B","CLIENT-SIDE WEB DEV","STEGMAN, HOLDEN J.",38,10,23,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.6
"250","2015-16","20154 (Autumn 2015)","INFO 343 C","CLIENT-SIDE WEB DEV","KOSEFF, JOANNA",35,4,23,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3.5
"251","2015-16","20154 (Autumn 2015)","INFO 343 D","CLIENT-SIDE WEB DEV","GOSSAYE, EMNET",41,6,27,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,3.6
"252","2015-16","20154 (Autumn 2015)","INFO 343 E","CLIENT-SIDE WEB DEV","THORSTEINSON, CALEB J.",40,14,20,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,3.6
"253","2015-16","20154 (Autumn 2015)","INFO 360 A","DESIGN THINKING","RANDALL, DAVID PETER",35,14,8,NA,7,3,2,1,NA,NA,NA,NA,NA,NA,3.4
"254","2015-16","20154 (Autumn 2015)","INFO 360 B","DESIGN THINKING","WINDLEHARTH, TRAVIS W",36,15,15,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,3.6
"255","2015-16","20154 (Autumn 2015)","INFO 360 C","DESIGN THINKING","REDIJ, NIKITA NANDKISHOR",37,18,15,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"256","2015-16","20154 (Autumn 2015)","INFO 370 A","INTRO DATA SCIENCE","AULCK, LOVENOOR",36,8,19,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"257","2015-16","20154 (Autumn 2015)","INFO 424 A","INFO VIS & AESTH","FAN, YUYANG",31,7,14,6,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3.5
"258","2015-16","20154 (Autumn 2015)","INFO 466 A","IMMERSIVE ENVIRMNTS","HINRICHS, RANDY J",34,18,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"259","2015-16","20154 (Autumn 2015)","INFO 470 A","RES METHODS IN INFO","DAVIS, KATIE",140,40,61,23,11,1,1,1,NA,NA,NA,NA,NA,2,3.6
"260","2015-16","20154 (Autumn 2015)","INFO 481 A","PROJECT MANAGEMENT","SENAN, DAVID",39,11,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"261","2015-16","20154 (Autumn 2015)","INFO 481 B","PROJECT MANAGEMENT","MORRIS, JACOB A",41,9,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"262","2015-16","20154 (Autumn 2015)","INFO 481 C","PROJECT MANAGEMENT","SENAN, DAVID",41,34,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"263","2015-16","20154 (Autumn 2015)","INFO 481 D","PROJECT MANAGEMENT","CARLSON, KATHERINE M.",30,4,12,8,5,NA,1,NA,NA,NA,NA,NA,NA,NA,3.4
"264","2015-16","20154 (Autumn 2015)","INFO 498 A","TOPIC INFORMATICS","GULA, BRYAN DANIEL",46,37,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,3.8
"265","2015-16","20154 (Autumn 2015)","INFO 498 B","TOPIC INFORMATICS","YAN, SIJIA",29,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"266","2015-16","20161 (Winter 2016)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",151,128,4,4,NA,5,3,1,NA,NA,NA,1,2,3,3.7
"267","2015-16","20161 (Winter 2016)","INFO 200 A","INTELL FOUNDATIONS","FREEMAN, MICHAEL",148,28,107,7,2,1,1,1,1,NA,NA,NA,NA,NA,3.6
"268","2015-16","20161 (Winter 2016)","INFO 200 B","INTELL FOUNDATIONS","STEARNS, DAVID",150,48,79,11,6,2,1,NA,NA,1,NA,NA,1,1,3.6
"269","2015-16","20161 (Winter 2016)","INFO 310 A","INFO ASSR & CYBRSEC","SAVELESKY, KRISTINA E",31,15,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"270","2015-16","20161 (Winter 2016)","INFO 330 A","UX & INFO ARCH","LIANG, PATRICK",19,8,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"271","2015-16","20161 (Winter 2016)","INFO 330 B","UX & INFO ARCH","NAYFEH, DALIA B.",35,22,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"272","2015-16","20161 (Winter 2016)","INFO 330 C","UX & INFO ARCH","CHEN, SIJIN",35,15,17,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"273","2015-16","20161 (Winter 2016)","INFO 344 A","SERVER-SIDE WEB DEV","ASHKENAZI, NADAV",35,5,12,3,6,2,1,2,NA,NA,NA,NA,1,3,3.2
"274","2015-16","20161 (Winter 2016)","INFO 360 A","DESIGN THINKING","REDIJ, NIKITA NANDKISHOR",35,23,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"275","2015-16","20161 (Winter 2016)","INFO 360 B","DESIGN THINKING","YOO, DAISY",36,31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"276","2015-16","20161 (Winter 2016)","INFO 360 C","DESIGN THINKING","WEISS, PAUL J",35,27,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"277","2015-16","20161 (Winter 2016)","INFO 380 A","IS ANALYSIS & DSGN","ANNABI, HALA",117,32,50,22,7,2,NA,NA,2,NA,NA,NA,NA,2,3.5
"278","2015-16","20161 (Winter 2016)","INFO 386 A","PROFESSIONALISM","SCHILDKRAUT, LAURA B.",35,1,19,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"279","2015-16","20161 (Winter 2016)","INFO 433 A","CONTENT STRATEGY","WEAVER, MISTY",35,24,7,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"280","2015-16","20161 (Winter 2016)","INFO 445 A","ADV DBMS DESIGN","BAGHAI, IMAN",36,11,16,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,3.6
"281","2015-16","20161 (Winter 2016)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",116,43,40,17,9,2,2,2,NA,NA,NA,NA,NA,1,3.6
"282","2015-16","20161 (Winter 2016)","INFO 466 A","IMMERSIVE ENVIRMNTS","HINRICHS, RANDY J",34,21,10,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.7
"283","2015-16","20161 (Winter 2016)","INFO 474 A","INTERACTIVE INFO VIS","NGUYEN, FRANCIS H",39,19,10,4,3,1,1,1,NA,NA,NA,NA,NA,NA,3.6
"284","2015-16","20161 (Winter 2016)","INFO 490 A","CAPSTONE PROJECT I","PARK, NAM HO",141,77,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"285","2015-16","20161 (Winter 2016)","INFO 498 A","TOPIC INFORMATICS","YAN, SIJIA",31,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"286","2015-16","20161 (Winter 2016)","INFO 498 D","TOPIC INFORMATICS","LEE, KYUNGMIN",34,5,21,3,1,1,NA,NA,NA,NA,NA,NA,1,2,3.5
"287","2015-16","20161 (Winter 2016)","INFO 498 E","TOPIC INFORMATICS","ROSS, JOEL",64,7,30,6,8,6,NA,NA,1,1,1,NA,2,2,3.2
"288","2015-16","20161 (Winter 2016)","INFO 498 F","TOPIC INFORMATICS","FREEMAN, MICHAEL",101,56,36,5,1,2,NA,NA,NA,NA,NA,NA,NA,1,3.7
